,GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_ID,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,MIN,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PTS,PLUS_MINUS,colscatt
705,2015-01-24,21400653,1610612749,1610612765,2014,101.0,0.506,0.8,0.647,33.0,45.0,86.0,0.36,0.72,0.24,14.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,9.0,0.3329999999999999,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,4.0,0.0,2.0,7.0,6.0,-9.0,17.7
706,2015-01-22,21400638,1610612749,1610612762,2014,99.0,0.457,0.833,0.385,26.0,40.0,101.0,0.451,0.821,0.452,25.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,10.0,0.5,0.0,2.0,0.0,3.0,3.0,1.0,1.0,5.0,6.0,3.0,5.0,0.0,2.0,13.0,1.0,17.75
707,2015-01-19,21400619,1610612749,1610612761,2014,89.0,0.447,0.64,0.278,22.0,43.0,92.0,0.4,0.583,0.25,17.0,54.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,8.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,3.0,1.0,1.0,6.0,3.0,17.8
708,2015-01-15,21400585,1610612749,1610612752,2014,95.0,0.389,0.738,0.444,21.0,44.0,79.0,0.412,0.75,0.364,22.0,36.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,10.0,0.6,0.0,0.0,0.0,4.0,5.0,0.8,1.0,4.0,5.0,0.0,2.0,0.0,2.0,16.0,13.0,17.85
710,2015-01-09,21400544,1610612749,1610612750,2014,98.0,0.52,0.8,0.632,30.0,39.0,84.0,0.405,0.8240000000000001,0.273,22.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,9.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,1.0,1.0,4.0,10.0,-1.0,17.900000000000002
712,2015-01-06,21400520,1610612749,1610612756,2014,96.0,0.42,0.8640000000000001,0.15,22.0,44.0,102.0,0.457,0.778,0.28,19.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,13.0,0.5379999999999999,0.0,2.0,0.0,2.0,2.0,1.0,3.0,9.0,12.0,2.0,0.0,1.0,1.0,16.0,3.0,17.95
714,2015-01-02,21400490,1610612749,1610612754,2014,91.0,0.4270000000000001,0.8,0.292,28.0,43.0,94.0,0.4320000000000001,0.8,0.4,24.0,45.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,8.0,0.25,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,4.0,2.0,6.0,-2.0,18.0
717,2014-12-27,21400449,1610612749,1610612737,2014,85.0,0.3879999999999999,0.7859999999999999,0.4,21.0,47.0,90.0,0.3670000000000001,0.789,0.31,25.0,51.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,19.0,5.0,0.4,0.0,0.0,0.0,1.0,2.0,0.5,3.0,2.0,5.0,0.0,0.0,2.0,4.0,5.0,-29.0,18.05
719,2014-12-23,21400423,1610612749,1610612766,2014,101.0,0.476,0.75,0.381,25.0,40.0,108.0,0.439,0.778,0.381,21.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,4.0,0.75,0.0,0.0,0.0,5.0,6.0,0.833,1.0,5.0,6.0,2.0,2.0,2.0,3.0,11.0,-6.0,18.1
724,2014-12-13,21400344,1610612749,1610612746,2014,111.0,0.5660000000000001,0.75,0.636,25.0,39.0,106.0,0.429,0.737,0.483,24.0,35.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,11.0,0.727,0.0,0.0,0.0,4.0,5.0,0.8,0.0,5.0,5.0,3.0,2.0,1.0,4.0,20.0,-12.0,18.150000000000002
727,2014-12-05,21400285,1610612749,1610612748,2014,109.0,0.565,0.846,0.563,21.0,45.0,85.0,0.441,0.667,0.389,21.0,20.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,8.0,0.375,0.0,0.0,0.0,8.0,11.0,0.727,3.0,4.0,7.0,0.0,0.0,2.0,1.0,14.0,10.0,18.2
728,2014-12-03,21400269,1610612749,1610612742,2014,105.0,0.521,0.688,0.636,24.0,39.0,107.0,0.457,0.682,0.296,20.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,18.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,0.5,0.0,5.0,5.0,5.0,0.0,0.0,2.0,3.0,0.0,18.25
730,2014-11-29,21400240,1610612749,1610612745,2014,103.0,0.446,0.8859999999999999,0.316,23.0,32.0,117.0,0.506,0.875,0.395,26.0,44.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,12.0,0.583,0.0,1.0,0.0,3.0,3.0,1.0,2.0,5.0,7.0,2.0,0.0,2.0,0.0,17.0,-6.0,18.3
733,2014-11-25,21400207,1610612749,1610612765,2014,98.0,0.433,0.769,0.455,22.0,50.0,86.0,0.462,0.412,0.35,23.0,36.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,13.0,0.077,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,0.0,3.0,2.0,2.0,18.35
734,2014-11-22,21400190,1610612749,1610612764,2014,100.0,0.429,0.885,0.3329999999999999,21.0,36.0,111.0,0.462,0.773,0.444,27.0,53.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,11.0,0.545,0.0,0.0,0.0,8.0,8.0,1.0,0.0,4.0,4.0,5.0,3.0,0.0,2.0,20.0,-10.0,18.400000000000002
737,2014-11-18,21400156,1610612749,1610612752,2014,117.0,0.551,0.815,0.529,30.0,44.0,113.0,0.55,0.737,0.44,30.0,28.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,18.0,6.0,0.5,0.0,0.0,0.0,7.0,7.0,1.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,13.0,-11.0,18.45
740,2014-11-11,21400105,1610612749,1610612760,2014,85.0,0.407,0.667,0.2,18.0,51.0,78.0,0.3329999999999999,0.737,0.3,15.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,25.0,13.0,0.462,0.0,0.0,0.0,2.0,4.0,0.5,2.0,7.0,9.0,1.0,0.0,2.0,1.0,14.0,10.0,18.5
741,2014-11-08,21400088,1610612749,1610612763,2014,93.0,0.455,0.727,0.278,24.0,43.0,92.0,0.354,0.912,0.214,15.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,11.0,0.545,0.0,1.0,0.0,6.0,7.0,0.857,0.0,2.0,2.0,2.0,0.0,1.0,0.0,18.0,-5.0,18.55
743,2014-11-05,21400062,1610612749,1610612741,2014,86.0,0.371,0.85,0.2,19.0,50.0,95.0,0.466,0.733,0.313,24.0,42.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,11.0,0.545,0.0,1.0,0.0,1.0,2.0,0.5,2.0,6.0,8.0,1.0,0.0,0.0,0.0,13.0,7.0,18.6
746,2014-10-31,21400023,1610612749,1610612755,2014,93.0,0.409,0.5710000000000001,0.375,25.0,55.0,81.0,0.3720000000000001,0.545,0.217,20.0,42.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,0.0,1.0,4.0,8.0,-9.0,18.650000000000002
748,2014-10-22,11400100,1610612749,1610612750,2014,91.0,0.402,0.818,0.28,20.0,45.0,110.0,0.425,0.879,0.3329999999999999,26.0,49.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,24.0,7.0,0.0,0.0,4.0,0.0,1.0,2.0,0.5,2.0,3.0,5.0,3.0,4.0,3.0,8.0,1.0,-14.0,18.7
752,2014-10-11,11400037,1610612749,1610612741,2014,85.0,0.353,0.7,0.25,15.0,49.0,91.0,0.423,0.765,0.313,22.0,48.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,8.0,0.625,0.0,2.0,0.0,1.0,2.0,0.5,0.0,6.0,6.0,1.0,1.0,2.0,3.0,11.0,4.0,18.75
754,2014-10-08,11400017,1610612749,1610612763,2014,86.0,0.413,0.636,0.5,23.0,49.0,83.0,0.41,0.64,0.25,22.0,42.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,8.0,0.25,0.0,1.0,0.0,4.0,4.0,1.0,0.0,5.0,5.0,5.0,0.0,1.0,1.0,8.0,12.0,18.8
